1	25 Oct 22	18:37:45	1	0	1	0	Ct	0	1	3	4	5	5	6	8	6	3	5	1	2	7	2	3	5	4	2	9	6	2	5	3	7	7	7	5	2	6	5	4	4	5
2	25 Oct 22	18:38:00	1	0	1	0	Ct	0	1	2	1	0	1	1	1	5	1	1	5	1	0	1	0	2	1	1	2	1	1	1	1	1	1	1	3	1	3	1	1	1	2
3	25 Oct 22	18:38:15	1	0	1	0	Ct	0	1	1	3	1	1	0	1	0	0	1	2	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0
4	25 Oct 22	18:38:30	1	0	1	0	Ct	0	1	0	0	2	0	2	0	1	3	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1
5	25 Oct 22	18:38:45	1	0	1	0	Ct	0	0	0	0	0	1	0	0	1	0	1	0	0	1	2	1	0	1	1	1	1	0	1	0	0	0	0	2	0	0	4	0	1	0
6	25 Oct 22	18:39:00	1	0	1	0	Ct	0	0	0	0	0	1	0	0	0	0	1	1	0	2	2	0	1	1	0	1	1	0	0	1	2	0	0	1	0	1	2	0	1	0
7	25 Oct 22	18:39:15	1	0	1	0	Ct	0	0	3	1	1	0	3	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	1	1	1	0	2	2
8	25 Oct 22	18:39:30	1	0	1	0	Ct	0	0	0	0	1	0	0	1	1	0	2	1	0	1	2	0	1	2	0	0	2	0	1	1	1	0	1	0	0	0	2	0	4	0
9	25 Oct 22	18:39:45	1	0	1	0	Ct	0	0	2	0	2	2	1	0	1	0	1	1	1	2	0	3	1	3	7	0	1	0	0	0	2	0	0	2	1	0	4	0	1	0
10	25 Oct 22	18:40:00	1	0	1	0	Ct	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	2	0	0	0	1	0	0	1	1	2	2
11	25 Oct 22	18:40:15	1	0	1	0	Ct	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	1	2	3	0	1	0	0	0	0	0	1	0	1	1	2	0	2	0
12	25 Oct 22	18:40:30	1	0	1	0	Ct	0	0	0	6	1	0	0	6	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1	2	0	0	0	3	0	1	0	0	1	1
13	25 Oct 22	18:40:45	1	0	1	0	Ct	0	0	1	2	1	1	2	2	1	0	0	1	1	1	0	0	1	1	3	1	1	2	0	0	4	0	1	0	2	1	0	0	1	0
14	25 Oct 22	18:41:00	1	0	1	0	Ct	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	2	1	1	4	0	1	1	0	1	3	0	0	0	0	0	1	0	1	0
15	25 Oct 22	18:41:15	1	0	1	0	Ct	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	2	0	1	0	0	0	0	6	0	0	1	1	1	1	0	0	1
16	25 Oct 22	18:41:30	1	0	1	0	Ct	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	5	1	1	0	1	0	0	0	1	0	2	0	1	1	0	1	0
17	25 Oct 22	18:41:45	1	0	1	0	Ct	0	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	4	0	1	1	0	1	0	1	2	0	1	0	0	0	0	1	0
18	25 Oct 22	18:42:00	1	0	1	0	Ct	0	0	1	2	0	1	0	0	1	0	1	0	5	0	0	1	1	0	0	0	0	0	1	0	2	5	2	2	0	0	1	1	0	1
19	25 Oct 22	18:42:15	1	0	1	0	Ct	0	0	1	0	1	1	0	0	0	0	1	1	0	1	2	0	3	1	1	1	1	0	0	1	5	1	0	1	0	1	0	0	1	0
20	25 Oct 22	18:42:30	1	0	1	0	Ct	0	0	0	1	0	0	1	0	2	0	2	1	0	0	2	1	1	1	1	1	3	0	0	0	0	4	0	0	1	0	0	1	2	1
21	25 Oct 22	18:42:45	1	0	1	0	Ct	0	0	1	2	3	1	0	4	0	1	1	0	1	1	0	0	0	0	2	1	0	0	1	0	0	12	1	2	2	0	2	0	0	0
22	25 Oct 22	18:43:00	1	0	1	0	Ct	0	0	0	1	3	1	0	2	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	4	8	0	3	0	1	0	0	1	0
23	25 Oct 22	18:43:15	1	0	1	0	Ct	0	0	2	0	0	3	0	0	3	1	1	2	0	1	1	0	1	0	1	1	1	0	2	1	3	8	1	1	1	1	1	0	0	2
24	25 Oct 22	18:43:30	1	0	1	0	Ct	0	0	0	0	1	0	1	0	0	1	2	1	0	2	2	1	1	0	0	1	0	1	1	0	4	9	0	1	0	1	1	0	1	0
25	25 Oct 22	18:43:45	1	0	1	0	Ct	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	2	0	1	0	1	0	2	1	4	3	2	0	1	1	0	0	4	0
26	25 Oct 22	18:44:00	1	0	1	0	Ct	0	0	0	1	2	0	2	0	0	0	0	2	0	0	1	2	1	0	3	2	1	0	0	0	3	0	0	1	1	0	0	0	3	2
27	25 Oct 22	18:44:15	1	0	1	0	Ct	0	0	3	1	0	1	0	0	1	0	2	0	0	1	2	0	2	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	3	2
28	25 Oct 22	18:44:30	1	0	1	0	Ct	0	0	3	1	1	1	1	0	0	0	1	2	3	1	1	1	1	1	0	1	1	1	2	0	0	0	2	2	2	1	0	0	1	0
29	25 Oct 22	18:44:45	1	0	1	0	Ct	0	0	2	0	3	1	0	0	1	0	0	0	0	1	0	0	1	0	1	2	0	0	2	0	1	0	0	1	1	0	0	1	1	0
30	25 Oct 22	18:45:00	1	0	1	0	Ct	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	1	2	1	1	1	0	1
31	25 Oct 22	18:45:15	1	0	1	0	Ct	0	0	1	0	4	1	0	0	0	0	0	2	1	1	1	0	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	1	1	0
32	25 Oct 22	18:45:30	1	0	1	0	Ct	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1
33	25 Oct 22	18:45:45	1	0	1	0	Ct	0	0	1	4	0	1	0	0	0	2	1	1	1	0	1	1	0	0	0	2	0	0	1	1	5	0	0	0	0	0	0	1	2	1
34	25 Oct 22	18:46:00	1	0	1	0	Ct	0	0	0	1	3	0	1	0	1	0	2	3	0	2	1	0	1	0	2	0	0	0	1	1	1	1	0	2	1	1	3	0	0	0
35	25 Oct 22	18:46:15	1	0	1	0	Ct	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	2	0	2	0	3	0	1	2	2	1	0	0	0	3	0
36	25 Oct 22	18:46:30	1	0	1	0	Ct	0	0	3	2	0	1	1	0	0	2	2	1	2	0	1	0	1	0	1	1	0	0	1	0	1	0	0	4	0	1	1	0	6	2
37	25 Oct 22	18:46:45	1	0	1	0	Ct	0	0	1	1	2	1	0	0	0	0	1	1	1	2	3	1	2	0	3	1	0	1	1	0	2	0	1	3	0	1	1	0	4	1
38	25 Oct 22	18:47:00	1	0	1	0	Ct	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	2	0	0	1	1	0	1	0	2	1	1	0	0	1	1	0	1	1
39	25 Oct 22	18:47:15	1	0	1	0	Ct	0	0	2	1	1	0	1	0	4	2	2	0	3	1	0	1	1	0	1	1	1	0	1	3	1	0	1	3	2	0	1	0	2	0
40	25 Oct 22	18:47:30	1	0	1	0	Ct	0	0	0	3	0	1	1	0	0	1	1	1	3	0	0	1	1	0	1	1	0	0	2	2	1	1	1	3	3	0	0	0	1	1
41	25 Oct 22	18:47:45	1	0	1	0	Ct	0	0	2	1	2	0	3	0	3	0	1	0	0	1	4	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	4	1
42	25 Oct 22	18:48:00	1	0	1	0	Ct	0	0	0	0	1	1	0	0	0	1	1	1	1	1	2	0	0	0	0	2	0	0	1	1	2	1	1	1	1	0	0	0	4	2
43	25 Oct 22	18:48:15	1	0	1	0	Ct	0	0	1	1	0	1	1	2	1	2	2	0	2	1	5	0	1	0	1	0	0	0	0	0	4	1	0	2	0	2	0	0	3	0
44	25 Oct 22	18:48:30	1	0	1	0	Ct	0	0	2	1	1	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	1	0	0	1	2	1	0	1	1	0	1	0	2	3
45	25 Oct 22	18:48:45	1	0	1	0	Ct	0	0	2	0	0	0	1	0	3	1	2	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	3	1	1	1	0	2	0
46	25 Oct 22	18:49:00	1	0	1	0	Ct	0	0	4	2	1	1	0	0	2	0	2	2	0	1	0	1	0	0	0	1	1	0	3	0	1	1	1	3	1	0	1	0	5	1
47	25 Oct 22	18:49:15	1	0	1	0	Ct	0	0	1	1	1	1	1	0	2	0	2	4	1	0	0	0	1	0	2	1	0	0	1	1	2	0	1	1	1	1	1	0	6	0
48	25 Oct 22	18:49:30	1	0	1	0	Ct	0	0	1	0	2	0	2	0	1	1	1	1	0	1	0	0	3	0	0	1	3	0	1	1	3	2	0	1	2	0	0	0	1	1
49	25 Oct 22	18:49:45	1	0	1	0	Ct	0	0	1	0	0	0	1	0	0	1	3	1	0	1	0	1	2	3	5	1	0	0	1	0	4	1	1	0	1	1	1	1	2	1
50	25 Oct 22	18:50:00	1	0	1	0	Ct	0	0	0	0	2	1	0	0	1	1	1	0	0	0	2	0	2	2	0	1	1	0	1	0	2	1	0	4	1	0	3	0	4	1
51	25 Oct 22	18:50:15	1	0	1	0	Ct	0	0	2	0	2	1	1	1	1	1	2	1	0	1	1	3	0	2	1	1	0	1	1	1	1	1	1	1	2	1	2	0	4	1
52	25 Oct 22	18:50:30	1	0	1	0	Ct	0	0	4	3	1	0	1	1	1	2	1	3	1	1	2	1	1	4	0	1	1	1	1	1	2	1	1	1	1	2	0	1	0	1
53	25 Oct 22	18:50:45	1	0	1	0	Ct	0	0	1	1	2	1	2	1	2	0	1	0	1	1	3	0	3	1	1	1	0	2	1	0	1	1	1	0	3	2	1	1	2	2
54	25 Oct 22	18:51:00	1	0	1	0	Ct	0	0	1	0	2	0	1	0	0	1	2	2	0	0	4	1	1	1	2	1	1	0	2	1	2	1	1	1	0	0	0	2	3	1
55	25 Oct 22	18:51:15	1	0	1	0	Ct	0	0	1	0	1	1	6	0	0	1	2	1	1	1	5	0	2	1	0	1	1	0	2	0	1	2	0	2	2	1	4	2	2	1
56	25 Oct 22	18:51:30	1	0	1	0	Ct	0	0	0	2	3	1	0	0	2	1	1	1	1	0	0	2	2	1	1	1	1	0	3	0	2	0	1	0	2	1	1	0	2	1
